% Twitter Data
@RELATION tweets

@ATTRIBUTE positive_words NUMERIC
@ATTRIBUTE sentence_length NUMERIC
@ATTRIBUTE sentiment {pro_obama, pro_romney}
@ATTRIBUTE vader_polarity NUMERIC
@ATTRIBUTE text STRING
@ATTRIBUTE negative_words NUMERIC
@ATTRIBUTE O NUMERIC
@ATTRIBUTE V NUMERIC
@ATTRIBUTE D NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE N NUMERIC
@ATTRIBUTE "," NUMERIC
@ATTRIBUTE ^ NUMERIC
@ATTRIBUTE L NUMERIC
@ATTRIBUTE ~ NUMERIC
@ATTRIBUTE @ NUMERIC
@ATTRIBUTE U NUMERIC
@ATTRIBUTE $ NUMERIC
@ATTRIBUTE E NUMERIC
@ATTRIBUTE ! NUMERIC
@ATTRIBUTE & NUMERIC
@ATTRIBUTE R NUMERIC
@ATTRIBUTE # NUMERIC
@ATTRIBUTE G NUMERIC
@ATTRIBUTE T NUMERIC
@ATTRIBUTE M NUMERIC
@ATTRIBUTE X NUMERIC
@ATTRIBUTE S NUMERIC
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE Y NUMERIC

@DATA
0,131,pro_obama,0,'davidlimbaugh cours mitt 2 tri 2 put hi foot sometim would walk obama interrupt pro',0,2,7,2,0,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,43,pro_obama,0,'alanzweibel mitt romney snake oil salesman',0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,70,pro_obama,0,'ibusdriverho peopl onli like obama motto romney p l',0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
0,107,pro_obama,0,'tumblr beat romney ground peopl make gif minut live stream _',0,0,4,3,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,90,pro_obama,0,'thinkprogress romney 2003 coal creat job kill peopl debaterecap',1,1,4,0,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,42,pro_obama,0,'ronnieradk romney look like georg bush',0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,131,pro_obama,0,'per chrismatthew romney lack defer offic presid somebodi remind presid king',1,1,2,4,0,7,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,64,pro_romney,0,'redstat candi crowley admit romney wa right libya rs tcot',0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2,127,pro_romney,0,'jamieg cb poll romney win 65 34 economi cnn poll romney win 54 40 economi 49 46 health care 51 44 tax 59',0,0,2,0,0,8,0,2,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0
0,37,pro_romney,0,'_alexsanchez romney 2 obama 0 debat',0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,131,pro_romney,0,'thi gal enjoy see real man cut arrog ass obama size ha coddl long tire lie',3,2,8,4,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,90,pro_obama,0,'mayorchuka cnn check cnn poll debat winner obama 46 romney 39 africaninvestor',0,0,1,1,0,5,0,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
2,129,pro_obama,0,'nicholsnyc pretti sure romney said energi independ 5 year tonight vs 4 year first debat hear right ?',0,2,5,0,2,6,1,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
1,73,pro_obama,0,'rt cnbc survey result think debat obama 56 romney ?',0,2,3,1,0,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,109,pro_obama,0,'antijokejam bet mitt romney wa kid class remind teacher homework last night',0,2,4,2,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,pro_obama,0,'obama2012 trend got romney ! ?',0,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,106,pro_romney,0,'rewind obama walk toward crowley help translat intervent f amp f blow romney pathet !',1,0,4,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,129,pro_romney,0,'charliedaniel person thought obama got back corner last night never answer question romney ask',0,2,5,2,1,3,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,123,pro_obama,0,'blindperspectiv second presidenti debat mitt romney fail launch foreign polici attack barack obama libya',2,0,3,1,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102,pro_obama,0,'kingsleyyy romney kingsley kingsley need respond need sit fuck',1,5,4,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,129,pro_obama,0,'ladygaga anybodi els hear romney mic feedback obama said wouldnt taken sketchi deal neither sho',1,1,6,2,1,4,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
0,132,pro_obama,0,'cpdutah danger email go around subj cnn break news mitt romney almost presid get thi delet htt !',2,3,6,2,1,6,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,40,pro_romney,0,'romney secret blowout via breitbartnew',0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,pro_obama,0,'barackobama potu last night gov romney took anoth stab tri sell us hi 5 trillion tax cut favor wealt',1,1,4,3,1,5,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
1,125,pro_romney,0,'weeklystandard gallup romney 51 obama 45 gallup week long track poll like voter find mitt romney lead',0,0,4,0,2,4,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
0,68,pro_obama,0,'thedailybeast pressur obama deliv romney sputter',0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130,pro_obama,0,'isupportobamabecaus romney parti loot social secur hide tax cut rich check reagan amp greenspan amp socsec',0,0,2,2,2,8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,pro_obama,0,'stacey dash weird ass support romney huh',1,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,67,pro_obama,0,'marko romney dodg immigr talk obama pension ?',0,0,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137,pro_obama,0,'mitt romney say went got binder full woman becom part hi cabinet yet research came drum roll lie',1,2,7,2,1,6,0,2,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0
1,105,pro_obama,0,'serious peopl support romney ha plan ha manner complet liar debate?',1,1,5,3,1,5,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
1,131,pro_obama,0,'thedailyedg romney onli got excit hi bindersfullofwomen becaus thought could get away pay 77c th',0,3,6,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
1,127,pro_obama,0,'johnfugelsang respect gov romney binder full women men keep stuff extern hard drive',1,1,3,3,4,5,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,132,pro_romney,0,'american1st mitt romney move hi entir offic ny help find worker daughter one know deepli mitt romney care ab',0,0,5,3,1,5,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,46,pro_obama,0,'soonergrunt romney depressingsitcom',0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,116,pro_romney,0,'joanwalsh tagg romney want take swing obama tommi thompson son would send back kenya classi',0,1,5,1,1,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,128,pro_obama,0,'mitt romney disrespect obama floor debat wa red meat racist base vote mitt vote hate',3,0,4,5,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64,pro_romney,0,'kevinmaddendc obama cede futur romney cantafford4mor',0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,pro_obama,0,'damonlindelof obama call dad liar would punch dad',2,1,3,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,109,pro_obama,0,'mitt romney ha plan one point plan america give rich keep middl class dont put',0,0,5,4,1,5,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,110,pro_obama,0,'dude back talkin bout vote romney whisper cuz know im vote obama smh like care',0,2,6,0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
0,129,pro_romney,0,'socallynn dont distract thi binder crap anoth bigbird dont analyz fact obama lie libya',2,1,6,3,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55,pro_romney,0,'rasmussenpol swing state track romney 49 obama 48',0,0,2,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,52,pro_romney,0,'loudobbsnew welfar depend obama hallmark',0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,75,pro_obama,0,'wait romney actual ha chanc becom presid im move canada',0,0,4,1,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,65,pro_obama,0,'romney look strong ohio landslid ohio goe romney',0,0,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,121,pro_obama,0,'fact checker _ikenna_ 580 000 women romney say lost job obama term wa lie wa actual 83 000 !',2,1,4,2,1,6,1,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
0,57,pro_obama,0,'go vote romney come smell truth ? !',1,1,5,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,pro_obama,0,'let fair obama elector map show romney ahead wrong onli show 50 state 57',1,1,4,1,3,2,0,2,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
1,57,pro_obama,0,'nbcpolit poll obama hold hi lead iowa wisconsin',0,0,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,131,pro_obama,0,'romney say dure debat want level play field china 2 stp currenc manipul fact every1 manipul ? !',0,1,7,2,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,pro_obama,0,'romney told 31 lie 41 minut wa talk dure 2nd debat',1,1,3,2,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,67,pro_romney,0,'donstoryjr mitt romney excel job tonight romneyryan2012',0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,95,pro_obama,0,'preciousliberti deficit gdp ratio reagan 4 2 bush sr 4 2 clinton 0 5 bush jr 2 7 obama 8 9',0,0,1,0,0,2,0,7,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
0,61,pro_obama,0,'captivatingnew romney fade take gop senat hope hi',0,0,3,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,94,pro_romney,0,'iresistal lockhe accept cash bribe obama announc layoff electio',0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
0,69,pro_obama,0,'ariberman name richard hay pick mitt romney trash',1,1,3,1,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,109,pro_romney,0,'obama first presid appli colleg aid foreign student deni wa foreign',1,1,4,3,2,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,47,pro_romney,0,'debsaun1 volleybal mom know better obam',0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,121,pro_obama,0,'swaggoutdanni vote obama f ck romney vote obama f ck romney vote obama f ck romney vote obama f ck romney gt gt retweet',0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0,34,pro_obama,0,'ukraine07 romney idiot mate',1,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68,pro_romney,0,'repli barrack obama like potato hi golden retriev steak',0,0,2,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101,pro_obama,0,'phijohnny31 closer elect get romney make fool nationwid',1,2,4,4,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,39,pro_obama,0,'obama need like 2 termmmmmzzzz !',0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,128,pro_obama,0,'echemadubuik mitt romney win elect volunt tribut hunger game debate2012 presidentialdebate2012',0,1,3,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,66,pro_romney,1,'laxgoalie1 obama look like monkey wonder want win',0,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,38,pro_romney,0,'khaledholm romney 1 obama goos egg',0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,89,pro_obama,0,'dragonflyjonez made list whi im vote obama vote romney',0,1,3,1,0,1,0,2,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0
0,106,pro_obama,0,'glorybieb vote obama becaus tour white hous got portrait justin w l l',0,2,3,4,1,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,104,pro_obama,0,'freewoodpost oil discov sesam street mitt romney call much fund need',0,0,3,0,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,131,pro_romney,0,'team obama prefer talk libya fast furiou tomorrow get news covererag hi loss tonight debate2012?',2,0,5,2,2,6,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,132,pro_obama,0,'ispeakcomedi presid obama mitt romney alot talk nobodi spoke problem bag chip 80 air',1,0,4,2,0,6,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
0,132,pro_romney,0,'oldhead1 presid obama wa presid tonight romney wa wa wa might alway draft !',0,3,10,1,0,3,1,2,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0
3,133,pro_obama,0,'daniellavan logic wayyy beyond term polit good tri though rich henc whi favor romney basic',0,2,3,1,3,4,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,74,pro_romney,0,'cant listen read anyth obama say ignor unnerv',2,1,4,0,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,133,pro_obama,0,'got nra email announc endors romney ryan ticket total shock idea make thi develop',1,1,3,4,1,5,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,128,pro_romney,0,'jeffdunham walter obama debat serious havent seen brother lose hi smooth fast sinc cuba good jr',1,1,3,3,2,2,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,68,pro_romney,0,'obama fals claim ha plan cut 4 trillion defici',1,1,3,2,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
0,103,pro_romney,0,'stop listen pandora erect becaus obama ad getouttaher',0,0,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,55,pro_obama,0,'jawa teacher berat student wear romney shir',0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,129,pro_obama,0,'wolfblitz alivelshi cnnsitroom imparti expert say number dont add amp obama support bl',0,0,4,3,1,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
0,127,pro_obama,0,'_fuckmittromney nicki minaj vote romney ass isnt even american cant vote lmao stop take song liter',0,1,7,1,1,2,0,3,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0
0,130,pro_obama,0,'_mytwitrnam yall pleas rememb mitt romney said want get rid martin luther king jr day becaus irrelev',1,3,6,1,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124,pro_romney,0,'obama wa debat least tri highlight point hi plan broke mitten kept take jab',1,0,6,2,2,4,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
1,85,pro_romney,0,'bradmd tonyzump im sorri peopl obama socialist fairi tale ha happi end',1,0,2,1,3,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,24,pro_romney,0,'man name mitt lma! !',0,0,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,107,pro_obama,0,'raybeckerman sanacardi bust gt lie hereditari romney famili wa 8 5b ponzi scheme 2009',1,0,5,1,1,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,59,pro_obama,0,'mattison rt turbokitti romney distort truth green job',1,0,2,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101,pro_romney,0,'ebrew79 never like obama high road approach time dure primari cont',0,2,5,1,2,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,108,pro_romney,0,'new yorker eastwood cover featur mitt romney debat empti chair instead presid obama tco',0,0,1,2,2,5,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,48,pro_romney,0,'babygirlsomajor lmaooooo hell nah cowboy obama',1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,82,pro_obama,0,'252nc_made fuck go mitt romney yall realli arent shit !',2,3,5,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,132,pro_obama,0,'obama goe much much deeper dsouza analysi dineshdsouza believ obama serv interest new world order crowd',0,2,4,1,3,6,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,128,pro_obama,0,'dgtaywitdahand mitt romney becom presid gone start read term amp condit cu might fuck arou',1,3,8,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,133,pro_romney,0,'wonder ppl knw tht ur old person w thi obama care ur basic go die sinc doctor b requir take younger',1,3,9,1,2,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,50,pro_romney,0,'romneycampaignin3word romney presid ! ! !',0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,pro_obama,0,'fricken funni zachbraff romney fart young girl',1,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,114,pro_romney,0,'bbcnewsu sesam street produc urg obama campaign stop use bigbird advert attack romney pb stanc',0,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,123,pro_obama,0,'iamthewindowman wa marin alway marin rais hand 2 defend amp protect thi nation mr obama',0,3,6,4,0,5,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,128,pro_obama,0,'seek meaning volunteer cleveland weekend prior elect need contact person websit obama2012 women2012',0,0,3,2,1,6,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,44,pro_obama,0,'damn everi bumber sticker see say romney',1,1,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,88,pro_romney,0,'keetoherheart ive sayin f ck romney forev lol shirt say got a!',0,3,5,2,0,2,1,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,71,pro_obama,0,'mitt romney hide hi tax return break law ? ?',1,2,4,2,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,pro_romney,1,'lmfao obama bitch',1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,125,pro_obama,0,'thedailyedg mitt romney declar war women breastcancerawarenessmonth dont think govern fund',0,1,5,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,125,pro_obama,0,'mr2ratchet romney becom presid go start read term amp condit might fuck around',1,2,8,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,118,pro_obama,0,'fuck funni popular tumblr post time mitt romney suck pass itstru soproud',3,2,4,2,2,2,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1,129,pro_romney,0,'hilari team obama alreadi spin biden debat loss say ryan lie believ fraud anymor anyway ?',2,1,5,1,1,4,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,37,pro_obama,0,'4mbrie bet mitt romney wear croc',0,1,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,99,pro_romney,0,'stephen_taylor final mattklewi lindsay lohan switch hors endors mitt romney presiden!',0,0,3,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,57,pro_romney,0,'obama onli spread leg thi f ck ?',0,3,4,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,62,pro_obama,0,'diggapedia whi vote mitt romney neither sh',0,1,2,1,0,0,0,2,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0
0,130,pro_obama,0,'byronnm romney get tax break send freeport il base sensata china chines flag fli compani w',1,0,6,2,2,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,128,pro_obama,0,'ayeitstaylor_ mitt romney said borrow money parent colleg bitch cant even get 5 mom make',1,3,6,2,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2,128,pro_romney,0,'richardgrenel former sun micro ceo romney gt scottmcneali bloombergtv need econom freedom insur person freedom',0,0,3,0,4,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,46,pro_obama,0,'hawaii prep school gave obama window succ',0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,78,pro_romney,0,'stroamazin favorit romney retweet obama let see win thi shit',1,1,4,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,92,pro_obama,0,'daili ko open thread night owl mittromney hi account dont talk suuuuurrrrrr?',0,0,3,1,1,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,125,pro_obama,0,'cletisstump napoleon met defeat waterloo let make sure romney meet hi sensata sourcer chief must exp',0,0,6,2,1,3,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,39,pro_obama,0,'thelifeofjosh_ dont like mitt romney',0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,127,pro_romney,0,'neiljedmondson obama mother die food stamp hi brother live 1 day romney donat 2 3 million chariti last',1,0,3,2,1,7,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
1,125,pro_romney,0,'seanhann saw bretbaier ask voter whi support mittromney said romney realli want job true obama doesnt ev !',0,1,7,2,1,3,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
0,111,pro_obama,0,'coward care amp detail boneknightmar leak debat agreement show obama amp romney snivel coward',1,0,3,0,2,6,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,61,pro_romney,0,'sam_pem waystogetshot wear mitt romney shirt ghetto',1,0,1,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,108,pro_obama,0,'todd akin mitt think im crazi senat hell paul ryan readi vp waronwomen ?',2,0,5,2,2,4,1,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,125,pro_obama,0,'woodhouseb greenhousenyt washpo factcheck give 4 pinocchio romney claim hi job plan creat 12m job htt',0,0,6,1,0,4,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
0,96,pro_obama,0,'leclemot presid clinton explain mitt romney plan huge tax break millionair',1,0,3,0,1,3,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,135,pro_obama,0,'dabitti beachpeanut ericboehlert mmfa right first debat romney total chang everi posit anyon could make sens lie',1,0,3,2,1,5,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,118,pro_obama,0,'romney know much oil obama snake oil sell us whole campaign debat debates!',0,2,3,1,2,6,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,134,pro_romney,0,'polishcunt obama ha ran thi countri 4 year shit hole ha ever mean let open eye',1,2,6,3,1,5,0,1,2,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0
1,129,pro_obama,0,'chrisrbarron toughest decis polit life end stake high whi thi libertarian vote romn',0,0,3,4,4,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,138,pro_romney,0,'pleas write cnnpolit demand apolog moder help obama cover lie call benghazi act terror !',2,2,7,4,0,5,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,49,pro_romney,0,'dcexamin romney wa right libya exchang',0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,118,pro_romney,0,'georgevhulm reformedbrok everi time obama say phrase fair share libertarian angel ha hi wing rip',1,0,4,4,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,111,pro_romney,0,'romneyrespons onli obama lie mammogram plnd parenthood hi administr cut mammogram',1,0,2,1,0,5,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,112,pro_obama,1,'followmeobama vote obama fuck romney vote obama fuck romney gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt',2,0,21,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,132,pro_obama,0,'barackobama presid obama know women make less men work threaten econom secur entir',0,2,3,2,3,6,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,52,pro_obama,0,'billbateman1 honey boo boo endors obam:)',0,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0,71,pro_obama,0,'bobbryor mitt romney gonna rais price band merch pass',0,1,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,138,pro_romney,0,'mitt im give job young man go give women hour earli go home cook lol pander chief edshow! ! ! !',0,3,7,1,2,7,4,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
0,130,pro_obama,0,'political_bil romney idea reach across aisl work democrat wa privat elev state hous',0,0,4,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,131,pro_obama,0,'davidaxelrod romney support blunt amend senat hand employ right deni contracept care insur b',2,0,3,1,2,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,89,pro_obama,0,'hey romney dont see hate outsid whitehous cant even get ! !',1,3,6,1,0,1,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,130,pro_obama,0,'michaeldollar mormon women report horror stori romney serv mormon bishop life save abort',0,1,4,1,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,86,pro_obama,0,'huffpostpol watch live bruce springsteen bill clinton campaign presid obam',0,0,1,0,1,3,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,98,pro_romney,0,'yep myz_h real senorprepotent john glen republican endors obama oh shit! ? ! ? ? !',1,0,1,1,1,4,6,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
