% Twitter Data
@RELATION tweets

@ATTRIBUTE positive_words NUMERIC
@ATTRIBUTE . NUMERIC
@ATTRIBUTE : NUMERIC
@ATTRIBUTE ) NUMERIC
@ATTRIBUTE $ NUMERIC
@ATTRIBUTE CC NUMERIC
@ATTRIBUTE CD NUMERIC
@ATTRIBUTE DT NUMERIC
@ATTRIBUTE EX NUMERIC
@ATTRIBUTE FW NUMERIC
@ATTRIBUTE IN NUMERIC
@ATTRIBUTE JJ NUMERIC
@ATTRIBUTE JJR NUMERIC
@ATTRIBUTE JJS NUMERIC
@ATTRIBUTE LS NUMERIC
@ATTRIBUTE MD NUMERIC
@ATTRIBUTE NN NUMERIC
@ATTRIBUTE NNP NUMERIC
@ATTRIBUTE NNS NUMERIC
@ATTRIBUTE PDT NUMERIC
@ATTRIBUTE POS NUMERIC
@ATTRIBUTE PRP NUMERIC
@ATTRIBUTE PRP$ NUMERIC
@ATTRIBUTE RB NUMERIC
@ATTRIBUTE RBR NUMERIC
@ATTRIBUTE RBS NUMERIC
@ATTRIBUTE RP NUMERIC
@ATTRIBUTE SYM NUMERIC
@ATTRIBUTE TO NUMERIC
@ATTRIBUTE UH NUMERIC
@ATTRIBUTE VB NUMERIC
@ATTRIBUTE VBD NUMERIC
@ATTRIBUTE VBG NUMERIC
@ATTRIBUTE VBN NUMERIC
@ATTRIBUTE VBP NUMERIC
@ATTRIBUTE VBZ NUMERIC
@ATTRIBUTE WDT NUMERIC
@ATTRIBUTE WP NUMERIC
@ATTRIBUTE WP$ NUMERIC
@ATTRIBUTE WRB NUMERIC
@ATTRIBUTE sentiment {pro_obama, pro_romney}
@ATTRIBUTE sentence_length NUMERIC
@ATTRIBUTE text STRING
@ATTRIBUTE negative_words NUMERIC

@DATA
3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,9,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,pro_romney,131,'themindofja tbh sinc obama nobel peac prize stop rate cannot think singl tangibl reason whi obama wo',0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,pro_romney,89,'obama biden hardcor hater whose self esteem far exce actual abil',1
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_romney,97,'take figdrewton besid glee lindsay lohan declar support mitt romney',0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,34,'abigailrsmith olivia like obama',0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,110,'trinacuppett biden doubl play onli made paul ryan look like clueless marionett trounc romney',1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,115,'jannnienhau saltwithsavor absolut perhap twitter support fellow romney support would start',0
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,57,'reason 3 elect obama woodi pirtl 30 reason',0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,99,'im leav joe barack maryclim caption contest barackobama photo make us smile !',0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,90,'betka_4_jesu biden lie voter obama mandat cathol via stevenertelt',1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,111,'mt sandibehrn chines flag bain factori freeport il sensata romney pocket profit still',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,pro_obama,126,'mikeepps___ romney becom presid gone start read term amp condit might fuck around amp b',1
2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,123,'letat_lechat carri interest capit gain tax deduct benefit romney hell keep mortgag deduct ?',1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,54,'portag counti tea parti hold romney ryan ralli',0
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,pro_romney,128,'want know govern teacher support probabl romney never say give inform without bia',1
0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,137,'anhqdc presid clinton feel presid obama throw wife bu still campaign ? ? ?',0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,92,'triciajjon inamaziarcz word grifter perfect romney obama2012 forwardnotback !',0
2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,85,'compos new tweet lyndsey lohan also support romney didnt use support bush ?',0
1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_romney,126,'weeklystandard obama amp biden prove dont listen anyon unabl work togeth make terribl leader ! !',2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,74,'romney awol gov nytim massachusett governor romney wa often away',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,pro_obama,126,'mikeepps___ romney becom presid gone start read term amp condit might fuck around amp b',1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,61,'chucknelli romney rock ohio momentum tcot! !',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,68,'edwscott addinfoorg obama ha tie compani romney',0
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,pro_romney,100,'save america stop obama secular socialist newt gingrich glennbeck rushlimbaugh book tcot',0
0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,pro_romney,128,'karlrov obama didnt give 716 billion save medicar loot medicar money obamacar joebiden got backwa !',0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pro_romney,74,'fewer qualm gun right group romney san francisco chronicl',1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,77,'sierrabeckham opinion black obama crime appar',2
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,101,'good read joan_vennochi massgovernor fail lead hi state promot obama mapoli',1
0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_obama,86,'must see video romney bain sell american worker china via youtub sensata!',0
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,pro_obama,77,'rt_com tobacco lord romney made million sell smoke number one foe',1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,pro_romney,117,'girl sell pastri rais money obama thi might way girl start career polit',0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,132,'keder seem like obama admin angri romney call libya incompet actual event',2
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,74,'thatlittletyg support gay marriag ignor support romney',1
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,129,'chadowenbrand teach ld movement tonight could get interest believ vote romney !',0
1,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pro_romney,109,'mrsvercrous nba star greg anthoni back mitt romney nevada via sharethi awesom black ex obama voter !',0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pro_romney,131,'arianna8927 today mom church john bolton speak danger obama israel gave romney',1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,78,'path2enlighten mitt romney privat profit social loss sensata',1
1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,101,'mtomaski new blog post romney six studi back hi tax plan right via thedailybeast',0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,117,'metafrant mikkoalann day befor elect romney bain sensata close job sent china',0
0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_romney,130,'soopermexican think romney respons compani left 12 yr ago obama isnt past 4 yr economi',0
0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,114,'juliagulia614 ye obama inherit budget 4 yr ago made wors sorri oblam fire tcot!',2
1,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,pro_romney,121,'robdelaney fun fact 1 amp job creator amp p 500 nineti one percent sinc obama took offic 91 rt ;P',0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,69,'charact obama america tv ad via youtub obama2012 ohdem ohdem',0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_romney,90,'benlabolt former romney senior aid say romney say anyth close deal',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,78,'docrocktex26 ouch j3283 hmmmm romney attack hi father longtim aid',0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,50,'obama lie coal miner 27 state via youtub',1
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,61,'pressur american expect obama win second debat bigtweet',0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,85,'amber_neckhol dear obama morgan freeman narrat commerci cheat',1
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,pro_obama,136,'pre obama gave hi wife hi speech front world yall girl cant even get yo bf put hi twitter bio',0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,74,'mitt romney obama ha vote four year im fire amp readi go',0
0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,115,'frankacecolwel presid obama ha 15 actor musician hi side mitt romney ha 80m american hi side',0
3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,139,'today work walk middl republican guy rant import wa romney win elect cowork',1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,110,'band make danc stamp make twerk romney becom presid hoe work',0
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,27,'florida romney 51 obama 47',0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,128,'imonsterhook matthewxfam actual true romney ha chang hi word mani time cant even begin say',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,129,'michaeldollar romney learn hi father fail bid presid becaus georg told truth mitt becam liar hypocr',2
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,pro_romney,113,'dear pre barackobama arent get romney vote amp doubt get candi speak peopl debates!',1
0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,83,'obama ga price hypocrisi via sharethi dam media complaint ?',2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,80,'wegot romney final reveal hi tax plan unbeliev http co xqngyf4t',1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,58,'rossrantsdotcom question aris romney babi toss',0
0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,98,'romney 10840 point beat obama far 25trend elect 2012 analys debat tcot p2 sensata',0
2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,pro_romney,139,'chucktodd well wont get ccrowli co opt town hall debat help obama romney gop et al ought 2 tell fuck',1
0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_obama,99,'silvinhouzumaki get f ck romney shirt way tell em realli feel order one at!',0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_romney,130,'said obama go come feisti thi next debat mr obama might allow snicker bar thi onc',0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,pro_romney,98,'liber much less like say obama lost thi debat even doe see jonathanchait item',1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,81,'bretbaier charles_alvino watch candi obama woman veri bia',1
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,85,'like obama becaus black ignor hate romneyryan2012',2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,50,'si said romney deserv bu driver uppercut',0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,116,'onli thing dont agre obama care mainli reason tweet deal tuition',0
0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,pro_obama,106,'kozeni_ funni much romney know obama money know next noth hi debate!',1
1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,118,'qtiptheabstract wow obama veri presidenti score big time romney doe moxi thi job! !',0
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,92,'sincerelytumblr jealou becaus obama smart sexi mitt romney',1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,28,'space_jams11 obama face lol',0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,43,'ratchet2english obama fav romney !',0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,127,'senjohnmccain mittromney barackobama couldnt disagre potu domin debat romney im fire vote obama',1
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,pro_obama,131,'carolannnolan romney fought speak time fightforjob obama repeat rhetor 2008 hasnt deli !',1
0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,pro_obama,131,'burniemaccc fuck guy actual think tell women uteru mitt romney dont know shit?',2
0,0,0,0,0,0,2,0,0,1,1,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_obama,131,'davidlimbaugh cours mitt 2 tri 2 put hi foot sometim would walk obama interrupt pro',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,43,'alanzweibel mitt romney snake oil salesman',0
1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,70,'ibusdriverho peopl onli like obama motto romney p l',0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,107,'tumblr beat romney ground peopl make gif minut live stream _',0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,90,'thinkprogress romney 2003 coal creat job kill peopl debaterecap',1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,42,'ronnieradk romney look like georg bush',0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,131,'per chrismatthew romney lack defer offic presid somebodi remind presid king',1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pro_romney,64,'redstat candi crowley admit romney wa right libya rs tcot',0
2,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_romney,127,'jamieg cb poll romney win 65 34 economi cnn poll romney win 54 40 economi 49 46 health care 51 44 tax 59',0
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,37,'_alexsanchez romney 2 obama 0 debat',0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,131,'thi gal enjoy see real man cut arrog ass obama size ha coddl long tire lie',3
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,90,'mayorchuka cnn check cnn poll debat winner obama 46 romney 39 africaninvestor',0
2,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,pro_obama,129,'nicholsnyc pretti sure romney said energi independ 5 year tonight vs 4 year first debat hear right ?',0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,73,'rt cnbc survey result think debat obama 56 romney ?',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,109,'antijokejam bet mitt romney wa kid class remind teacher homework last night',0
0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,46,'obama2012 trend got romney ! ?',0
0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_romney,106,'rewind obama walk toward crowley help translat intervent f amp f blow romney pathet !',1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,pro_romney,129,'charliedaniel person thought obama got back corner last night never answer question romney ask',0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,123,'blindperspectiv second presidenti debat mitt romney fail launch foreign polici attack barack obama libya',2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,pro_obama,102,'kingsleyyy romney kingsley kingsley need respond need sit fuck',1
0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,pro_obama,129,'ladygaga anybodi els hear romney mic feedback obama said wouldnt taken sketchi deal neither sho',1
0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,132,'cpdutah danger email go around subj cnn break news mitt romney almost presid get thi delet htt !',2
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,40,'romney secret blowout via breitbartnew',0
0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pro_obama,128,'barackobama potu last night gov romney took anoth stab tri sell us hi 5 trillion tax cut favor wealt',1
1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,125,'weeklystandard gallup romney 51 obama 45 gallup week long track poll like voter find mitt romney lead',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,68,'thedailybeast pressur obama deliv romney sputter',0
1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_obama,130,'isupportobamabecaus romney parti loot social secur hide tax cut rich check reagan amp greenspan amp socsec',0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,43,'stacey dash weird ass support romney huh',1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,67,'marko romney dodg immigr talk obama pension ?',0
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,pro_obama,137,'mitt romney say went got binder full woman becom part hi cabinet yet research came drum roll lie',1
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_obama,105,'serious peopl support romney ha plan ha manner complet liar debate?',1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,pro_obama,131,'thedailyedg romney onli got excit hi bindersfullofwomen becaus thought could get away pay 77c th',0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,127,'johnfugelsang respect gov romney binder full women men keep stuff extern hard drive',1
